Tid;Lufttemperatur(°C)
2016-12-27 14:00;     1,000
2016-12-27 14:15;     1,300
2016-12-27 14:30;    -0,000
2016-12-27 14:45;     0,400
2016-12-27 15:00;    -0,200
2016-12-27 15:15;    -0,600
2016-12-27 15:30;    -0,600
2016-12-27 15:45;    -1,100
2016-12-27 16:00;    -1,500
2016-12-27 16:15;    -1,600
2016-12-27 16:30;    -1,600
2016-12-27 16:45;    -1,700
2016-12-27 17:00;    -1,700
2016-12-27 17:15;    -1,600
2016-12-27 18:15;    -1,800
2016-12-27 18:30;    -1,800
2016-12-27 18:45;    -1,800
2016-12-27 19:00;    -1,700
2016-12-27 19:15;    -1,800
2016-12-27 19:30;    -1,800
2016-12-27 19:45;    -1,700
2016-12-27 20:00;    -1,800
2016-12-27 20:15;    -1,800
2016-12-27 20:30;    -1,800
2016-12-27 20:45;    -1,600
2016-12-27 21:00;    -1,400
2016-12-27 21:15;    -1,500
2016-12-27 21:30;    -1,500
2016-12-27 21:45;    -1,500
2016-12-27 22:00;    -1,600
2016-12-27 22:15;    -1,600
2016-12-27 22:30;    -1,600
2016-12-27 22:45;    -1,600
2016-12-27 23:00;    -1,600
2016-12-27 23:15;    -1,300
2016-12-28 00:15;    -1,300
2016-12-28 00:30;    -1,300
2016-12-28 00:45;    -0,900
2016-12-28 01:00;    -1,700
2016-12-28 01:15;    -1,600
2016-12-28 01:30;    -1,400
2016-12-28 01:45;    -1,200
2016-12-28 02:00;    -1,200
2016-12-28 02:15;    -1,000
2016-12-28 02:30;    -1,300
2016-12-28 02:45;    -1,200
2016-12-28 03:00;    -1,000
2016-12-28 03:15;    -0,800
2016-12-28 03:30;    -0,700
2016-12-28 03:45;    -0,500
2016-12-28 04:00;    -0,200
2016-12-28 04:15;     0,100
2016-12-28 04:30;    -0,100
2016-12-28 04:45;    -0,200
2016-12-28 05:00;    -0,100
2016-12-28 05:15;     0,000
2016-12-28 06:15;    -0,400
2016-12-28 06:30;    -0,000
2016-12-28 06:45;     0,000
2016-12-28 07:00;    -0,100
2016-12-28 07:15;    -0,100
2016-12-28 07:30;     0,300
2016-12-28 07:45;    -0,200
2016-12-28 08:00;    -0,000
2016-12-28 08:15;    -0,100
2016-12-28 08:30;    -0,200
2016-12-28 08:45;     0,100
2016-12-28 09:00;     0,100
2016-12-28 09:15;     0,300
2016-12-28 09:30;     0,100
2016-12-28 09:45;     0,200
2016-12-28 10:00;     0,400
2016-12-28 10:15;     0,200
2016-12-28 10:30;    -0,100
2016-12-28 10:45;    -0,200
2016-12-28 11:00;    -0,700
2016-12-28 11:15;    -0,900
2016-12-28 12:15;    -0,800
2016-12-28 12:30;    -0,600
2016-12-28 12:45;    -0,900
2016-12-28 13:00;    -0,900
2016-12-28 13:15;    -0,900
2016-12-28 13:30;    -0,300
2016-12-28 13:45;    -0,300
2016-12-28 14:00;     0,600
2016-12-28 14:15;     0,800
2016-12-28 14:30;     0,600
2016-12-28 14:45;     1,000
2016-12-28 15:00;     0,600
2016-12-28 15:15;     0,800
2016-12-28 15:30;     0,700
2016-12-28 15:45;     0,500
2016-12-28 16:00;     0,300
2016-12-28 16:15;     0,500
2016-12-28 16:30;     1,000
2016-12-28 16:45;     0,800
2016-12-28 17:00;     0,300
2016-12-28 17:15;     0,300
2016-12-28 18:15;     0,400
2016-12-28 18:30;     0,500
2016-12-28 18:45;     0,300
2016-12-28 19:00;     0,500
2016-12-28 19:15;     0,400
2016-12-28 19:30;     0,600
2016-12-28 19:45;     0,500
2016-12-28 20:00;     0,600
2016-12-28 20:15;     0,500
2016-12-28 20:30;     0,600
2016-12-28 20:45;     0,800
2016-12-28 21:00;     1,200
2016-12-28 21:15;     1,000
2016-12-28 21:30;     0,900
2016-12-28 21:45;     0,900
2016-12-28 22:00;     0,900
2016-12-28 22:15;     0,900
2016-12-28 22:30;     1,100
2016-12-28 22:45;     1,600
2016-12-28 23:00;     1,200
2016-12-28 23:15;     1,700
2016-12-28 23:30; -9999,000
2016-12-29 00:15;     1,400
2016-12-29 00:30;     1,700
2016-12-29 00:45;     1,800
2016-12-29 01:00;     2,000
2016-12-29 01:15;     2,000
2016-12-29 01:30;     2,300
2016-12-29 01:45;     3,100
2016-12-29 02:00;     3,200
2016-12-29 02:15;     3,500
2016-12-29 02:30;     5,300
2016-12-29 02:45;     5,300
2016-12-29 03:00;     5,100
2016-12-29 03:15;     5,900
2016-12-29 03:30;     5,700
2016-12-29 03:45;     5,700
2016-12-29 04:00;     5,500
2016-12-29 04:15;     5,500
2016-12-29 04:30;     5,300
2016-12-29 04:45;     5,500
2016-12-29 05:00;     5,900
2016-12-29 05:15;     4,800
2016-12-29 06:15;     5,500
2016-12-29 06:30;     4,000
2016-12-29 06:45;     5,400
2016-12-29 07:00;     4,600
2016-12-29 07:15;     3,600
2016-12-29 07:30;     4,700
2016-12-29 07:45;     5,400
2016-12-29 08:00;     5,600
2016-12-29 08:15;     5,100
2016-12-29 08:30;     5,200
2016-12-29 08:45;     5,200
2016-12-29 09:00;     3,400
2016-12-29 09:15;     3,000
2016-12-29 09:30;     3,400
2016-12-29 09:45;     3,600
2016-12-29 10:00;     4,300
2016-12-29 10:15;     3,500
2016-12-29 10:30;     3,000
2016-12-29 10:45;     2,900
2016-12-29 11:00;     2,800
2016-12-29 11:15;     3,000
2016-12-29 12:15;     2,300
2016-12-29 12:30;     2,200
2016-12-29 12:45;     2,700
2016-12-29 13:00;     2,400
2016-12-29 13:15;     2,800
2016-12-29 13:30;     2,000
2016-12-29 13:45;     2,400
2016-12-29 14:00;     2,000
2016-12-29 14:15;     2,300
2016-12-29 14:30;     2,400
2016-12-29 14:45;     2,100
2016-12-29 15:00;     2,000
2016-12-29 15:15;     2,100
2016-12-29 15:30;     2,400
2016-12-29 15:45;     2,200
2016-12-29 16:00;     2,400
2016-12-29 16:15;     2,100
2016-12-29 16:30;     2,200
2016-12-29 16:45;     2,000
2016-12-29 17:00;     1,800
2016-12-29 17:15;     1,900
2016-12-29 18:15;     2,400
2016-12-29 18:30;     1,800
2016-12-29 18:45;     1,900
2016-12-29 19:00;     3,000
2016-12-29 19:15;     2,800
2016-12-29 19:30;     3,200
2016-12-29 19:45;     2,700
2016-12-29 20:00;     3,100
2016-12-29 20:15;     2,700
2016-12-29 20:30;     2,200
2016-12-29 20:45;     2,300
2016-12-29 21:00;     2,200
2016-12-29 21:15;     2,500
2016-12-29 21:30;     2,200
2016-12-29 21:45;     1,900
2016-12-29 22:00;     2,200
2016-12-29 22:15;     1,400
2016-12-29 22:30;     2,200
2016-12-29 22:45;     2,100
2016-12-29 23:00;     2,000
2016-12-29 23:15;     3,200
2016-12-30 00:15;     1,800
2016-12-30 00:30;     1,900
2016-12-30 00:45;     2,000
2016-12-30 01:00;     2,100
2016-12-30 01:15;     2,300
2016-12-30 01:30;     2,000
2016-12-30 01:45;     1,800
2016-12-30 02:00;     2,600
2016-12-30 02:15;     3,000
2016-12-30 02:30;     2,600
2016-12-30 02:45;     3,800
2016-12-30 03:00;     3,700
2016-12-30 03:15;     6,500
2016-12-30 03:30;     6,200
2016-12-30 03:45;     7,400
2016-12-30 04:00;     6,000
2016-12-30 04:15;     6,500
2016-12-30 04:30;     6,800
2016-12-30 04:45;     4,600
2016-12-30 05:00;     4,800
2016-12-30 05:15;     6,400
2016-12-30 06:15;     8,400
2016-12-30 06:30;     7,600
2016-12-30 06:45;     7,200
2016-12-30 07:00;     6,500
2016-12-30 07:15;     7,400
2016-12-30 07:30;     7,700
2016-12-30 07:45;     5,400
2016-12-30 08:00;     5,600
2016-12-30 08:15;     5,800
2016-12-30 08:30;     7,600
2016-12-30 08:45;     6,800
2016-12-30 09:00;     7,400
2016-12-30 09:15;     8,000
2016-12-30 09:30;     7,200
2016-12-30 09:45;     6,700
2016-12-30 10:00;     6,000
2016-12-30 10:15;     6,800
2016-12-30 10:30;     6,300
2016-12-30 10:45;     7,000
2016-12-30 11:00;     4,800
2016-12-30 12:15;     7,800
2016-12-30 12:30;     6,500
2016-12-30 12:45;     5,800
2016-12-30 13:00;     6,500
2016-12-30 13:15;     8,000
2016-12-30 13:30;     6,200
2016-12-30 13:45;     7,100
2016-12-30 14:00;     6,900
2016-12-30 14:15;     6,400
2016-12-30 14:45;     7,000
2016-12-30 15:00;     6,500
2016-12-30 15:15;     6,900
2016-12-30 15:30;     5,100
2016-12-30 15:45;     4,500
2016-12-30 16:00;     5,700
2016-12-30 16:15;     5,100
2016-12-30 16:30;     5,500
2016-12-30 16:45;     5,400
2016-12-30 17:00;     5,700
2016-12-30 17:15;     5,300
2016-12-30 18:15;     2,600
2016-12-30 18:30;     2,000
2016-12-30 18:45;     2,800
2016-12-30 19:00;     3,100
2016-12-30 19:15;     3,100
2016-12-30 19:30;     3,000
2016-12-30 19:45;     2,600
2016-12-30 20:00;     3,100
2016-12-30 20:15;     2,500
2016-12-30 20:30;     3,200
2016-12-30 20:45;     4,600
2016-12-30 21:00;     4,800
2016-12-30 21:15;     4,500
2016-12-30 21:45;     4,100
2016-12-30 22:00;     4,300
2016-12-30 22:15;     4,100
2016-12-30 22:30;     4,000
2016-12-30 22:45;     3,700
2016-12-30 23:00;     4,000
2016-12-30 23:15;     3,400
2016-12-30 23:30; -9999,000
2016-12-31 00:15;     1,200
2016-12-31 00:30;     1,000
2016-12-31 00:45;     1,200
2016-12-31 01:00;     1,000
2016-12-31 01:15;     2,100
2016-12-31 01:30;     1,800
2016-12-31 01:45;     2,200
2016-12-31 02:00;     1,400
2016-12-31 02:15;     3,500
2016-12-31 02:30;     4,100
2016-12-31 02:45;     4,000
2016-12-31 03:00;     2,600
2016-12-31 03:15;     2,800
2016-12-31 03:30;     2,200
2016-12-31 03:45;     1,700
2016-12-31 04:00;     1,700
2016-12-31 04:15;     1,900
2016-12-31 04:30;     1,300
2016-12-31 04:45;     1,100
2016-12-31 05:00;     1,100
2016-12-31 06:15;     0,900
2016-12-31 06:30;     0,900
2016-12-31 06:45;     2,300
2016-12-31 07:00;     2,000
2016-12-31 07:15;     2,000
2016-12-31 07:30;     1,800
2016-12-31 07:45;     1,100
2016-12-31 08:00;     0,900
2016-12-31 08:15;     0,900
2016-12-31 08:30;     0,900
2016-12-31 08:45;     0,700
2016-12-31 09:00;     0,700
2016-12-31 09:15;     0,900
2016-12-31 09:30;     1,100
2016-12-31 09:45;     1,500
2016-12-31 10:00;     0,900
2016-12-31 10:15;     1,000
2016-12-31 10:30;     1,600
2016-12-31 10:45;     2,800
2016-12-31 11:00;     2,000
2016-12-31 11:15;     1,900
2016-12-31 12:15;     4,500
2016-12-31 12:45;     4,500
2016-12-31 13:00;     4,200
2016-12-31 13:15;     3,800
2016-12-31 13:30;     2,600
2016-12-31 13:45;     2,500
2016-12-31 14:00;     2,200
2016-12-31 14:15;     1,700
2016-12-31 14:30;     1,800
2016-12-31 14:45;     1,800
2016-12-31 15:00;     1,400
2016-12-31 15:15;     1,500
2016-12-31 15:30;     1,300
2016-12-31 15:45;     1,100
2016-12-31 18:15;     0,500
2016-12-31 18:30;     0,700
2016-12-31 18:45;     0,700
2016-12-31 19:00;     0,800
2016-12-31 19:15;     1,400
2016-12-31 19:30;     2,500
2016-12-31 19:45;     2,300
2016-12-31 20:00;     2,900
2016-12-31 20:15;     2,600
2016-12-31 20:45;     1,900
2016-12-31 21:00;     1,500
2016-12-31 21:15;     1,500
2016-12-31 21:30;     0,500
2016-12-31 21:45;     0,000
2016-12-31 22:00;     0,100
2016-12-31 22:15;     1,500
2016-12-31 22:30;     1,000
2016-12-31 22:45;     1,800
2016-12-31 23:00;     1,700
2016-12-31 23:15;     2,000
2017-01-01 00:15;     1,600
2017-01-01 00:30;     1,400
2017-01-01 00:45;     1,000
2017-01-01 01:00;     1,500
2017-01-01 01:15;     1,300
2017-01-01 01:30;     1,000
2017-01-01 01:45;     1,100
2017-01-01 02:00;     1,100
2017-01-01 02:15;     1,000
2017-01-01 02:30;     0,700
2017-01-01 02:45;     0,300
2017-01-01 03:00;    -0,000
2017-01-01 03:15;     0,000
2017-01-01 03:45;    -0,100
2017-01-01 04:00;    -0,500
2017-01-01 04:15;    -1,000
2017-01-01 04:30;    -0,600
2017-01-01 04:45;    -0,300
2017-01-01 05:00;    -0,900
2017-01-01 05:15;    -1,300
2017-01-01 05:30;    -2,200
2017-01-01 05:45;    -1,300
2017-01-01 06:00;    -1,100
2017-01-01 06:15;    -1,300
2017-01-01 06:30;    -1,300
2017-01-01 06:45;    -0,700
2017-01-01 07:00;    -1,000
2017-01-01 07:15;    -1,200
2017-01-01 07:30;    -1,000
2017-01-01 07:45;    -0,500
2017-01-01 08:00;    -0,900
2017-01-01 08:15;    -1,100
2017-01-01 08:30;    -1,400
2017-01-01 08:45;    -1,500
2017-01-01 09:00;    -1,700
2017-01-01 09:15;    -1,700
2017-01-01 09:30;    -1,600
2017-01-01 09:45;     1,800
2017-01-01 10:00;     1,400
2017-01-01 10:15;     1,700
2017-01-01 10:30;     1,800
2017-01-01 10:45;     1,600
2017-01-01 11:00;     1,800
2017-01-01 11:15;     1,700
2017-01-01 11:30;     1,600
2017-01-01 11:45;     1,500
2017-01-01 12:00;     0,600
2017-01-01 12:15;     0,800
2017-01-01 12:30;     1,000
2017-01-01 12:45;     0,400
2017-01-01 13:00;     0,900
2017-01-01 13:15;     0,800
2017-01-01 13:30;     0,200
2017-01-01 13:45;     0,000
2017-01-01 14:00;     0,200
2017-01-01 14:15;    -0,000
2017-01-01 14:30;     0,100
2017-01-01 14:45;     0,100
2017-01-01 15:00;     0,300
2017-01-01 15:15;    -0,500
2017-01-01 15:30;    -0,400
2017-01-01 15:45;    -0,600
2017-01-01 16:00;    -0,600
2017-01-01 16:15;    -0,200
2017-01-01 16:30;    -0,200
2017-01-01 16:45;    -0,400
2017-01-01 17:00;    -1,300
2017-01-01 17:15;    -1,400
2017-01-01 17:30;    -1,500
2017-01-01 17:45;    -1,600
2017-01-01 18:00;    -1,300
2017-01-01 18:15;    -1,000
2017-01-01 18:30;    -1,300
2017-01-01 18:45;    -1,400
2017-01-01 19:00;    -1,000
2017-01-01 19:15;    -1,100
2017-01-01 19:30;    -1,500
2017-01-01 19:45;    -1,400
2017-01-01 20:00;    -1,500
2017-01-01 20:15;    -1,100
2017-01-01 20:30;    -1,600
2017-01-01 20:45;    -2,200
2017-01-01 21:00;    -2,700
2017-01-01 21:15;    -2,600
2017-01-01 21:30;    -1,700
2017-01-01 21:45;    -1,300
2017-01-01 22:00;    -1,500
2017-01-01 22:15;    -1,300
2017-01-01 22:30;    -1,500
2017-01-01 22:45;    -1,700
2017-01-01 23:00;    -2,500
2017-01-01 23:15;    -2,500
2017-01-01 23:30;    -2,700
2017-01-01 23:45;    -2,900
2017-01-02 00:00;    -2,900
2017-01-02 00:15;    -3,100
2017-01-02 00:30;    -2,900
2017-01-02 00:45;    -3,000
2017-01-02 01:00;    -3,000
2017-01-02 01:15;    -3,100
2017-01-02 01:30;    -3,100
2017-01-02 01:45;    -3,200
2017-01-02 02:00;    -3,200
2017-01-02 02:15;    -3,200
2017-01-02 02:30;    -3,200
2017-01-02 02:45;    -3,200
2017-01-02 03:00;    -3,300
2017-01-02 03:15;    -3,500
2017-01-02 03:30;    -3,100
2017-01-02 03:45;    -3,200
2017-01-02 04:00;    -3,000
2017-01-02 04:15;    -3,200
2017-01-02 04:30;    -3,400
2017-01-02 04:45;    -4,000
2017-01-02 05:00;    -4,200
2017-01-02 05:15;    -4,600
2017-01-02 05:30;    -4,400
2017-01-02 05:45;    -4,200
2017-01-02 06:00;    -3,900
2017-01-02 06:15;    -3,800
2017-01-02 06:30;    -3,600
2017-01-02 06:45;    -3,600
2017-01-02 07:00;    -4,400
2017-01-02 07:15;    -4,700
2017-01-02 07:30;    -5,300
2017-01-02 07:45;    -5,800
2017-01-02 08:00;    -5,900
2017-01-02 08:15;    -6,000
2017-01-02 08:30;    -7,700
2017-01-02 08:45;    -7,800
2017-01-02 09:00;    -8,000
2017-01-02 09:15;    -7,300
2017-01-02 09:30;    -8,300
2017-01-02 09:45;    -6,600
2017-01-02 10:00;    -8,800
2017-01-02 10:15;    -8,100
2017-01-02 10:30;    -9,500
2017-01-02 10:45;    -8,900
2017-01-02 11:00;   -10,200
2017-01-02 11:15;    -9,500
2017-01-02 11:30;    -7,300
2017-01-02 11:45;    -9,400
2017-01-02 12:00;    -8,300
2017-01-02 12:15;    -7,200
2017-01-02 12:30;    -6,700
2017-01-02 12:45;    -7,800
2017-01-02 13:00;    -6,500
2017-01-02 13:15;    -6,000
2017-01-02 13:30;    -5,100
2017-01-02 13:45;    -6,100
2017-01-02 14:00;    -5,700
2017-01-02 14:15;    -5,500
2017-01-02 14:30;    -5,400
2017-01-02 14:45;    -5,600
2017-01-02 15:00;    -5,400
2017-01-02 15:15;    -5,000
2017-01-02 15:30;    -5,400
2017-01-02 15:45;    -5,500
2017-01-02 16:00;    -5,200
2017-01-02 16:15;    -5,600
2017-01-02 16:30;    -5,700
2017-01-02 16:45;    -5,700
2017-01-02 17:00;    -5,700
2017-01-02 17:15;    -5,500
2017-01-02 17:30;    -5,500
2017-01-02 17:45;    -5,100
2017-01-02 18:00;    -5,100
2017-01-02 18:15;    -5,200
2017-01-02 18:30;    -5,800
2017-01-02 18:45;    -5,700
2017-01-02 19:00;    -5,200
2017-01-02 19:15;    -5,300
2017-01-02 19:30;    -5,400
2017-01-02 19:45;    -5,300
2017-01-02 20:00;    -5,100
2017-01-02 20:15;    -4,900
2017-01-02 20:30;    -5,000
2017-01-02 20:45;    -4,900
2017-01-02 21:00;    -4,800
2017-01-02 21:15;    -4,800
2017-01-02 21:30;    -4,800
2017-01-02 21:45;    -4,700
2017-01-02 22:00;    -4,700
2017-01-02 22:15;    -4,600
2017-01-02 22:30;    -4,700
2017-01-02 22:45;    -4,500
2017-01-02 23:00;    -4,400
2017-01-02 23:15;    -4,700
2017-01-02 23:30;    -4,900
2017-01-02 23:45;    -4,700
2017-01-03 00:00;    -4,800
2017-01-03 00:15;    -4,700
2017-01-03 00:30;    -4,700
2017-01-03 00:45;    -4,200
2017-01-03 01:00;    -4,400
2017-01-03 01:15;    -4,500
2017-01-03 01:30;    -4,500
2017-01-03 01:45;    -4,500
2017-01-03 02:00;    -4,300
2017-01-03 02:15;    -4,400
2017-01-03 02:30;    -4,400
2017-01-03 02:45;    -4,400
2017-01-03 03:00;    -4,700
2017-01-03 03:15;    -4,000
2017-01-03 03:30;    -4,000
2017-01-03 03:45;    -4,000
2017-01-03 04:00;    -3,500
2017-01-03 04:15;    -3,200
2017-01-03 04:30;    -3,100
2017-01-03 04:45;    -3,600
2017-01-03 05:00;    -3,600
2017-01-03 05:15;    -3,300
2017-01-03 05:30;    -3,200
2017-01-03 05:45;    -3,600
2017-01-03 06:00;    -3,200
2017-01-03 06:15;    -2,700
2017-01-03 06:30;    -2,800
2017-01-03 06:45;    -2,900
2017-01-03 07:00;    -3,100
2017-01-03 07:15;    -3,200
2017-01-03 07:30;    -3,100
2017-01-03 07:45;    -3,200
2017-01-03 08:00;    -3,200
2017-01-03 08:15;    -3,000
2017-01-03 08:30;    -2,800
2017-01-03 08:45;    -2,900
2017-01-03 09:00;    -2,900
2017-01-03 09:15;    -2,900
2017-01-03 09:30;    -2,800
2017-01-03 09:45;    -2,700
2017-01-03 10:00;    -2,700
2017-01-03 10:15;    -2,500
2017-01-03 10:30;    -2,200
2017-01-03 10:45;    -2,400
2017-01-03 11:00;    -1,700
2017-01-03 11:15;    -1,000
2017-01-03 11:30;    -1,200
2017-01-03 11:45;     0,600
2017-01-03 12:00;     0,700
2017-01-03 12:15;     0,800
2017-01-03 12:30;     0,700
2017-01-03 12:45;     0,600
2017-01-03 13:00;    -0,400
2017-01-03 13:15;     0,600
2017-01-03 13:30;    -0,500
2017-01-03 13:45;    -0,900
2017-01-03 14:00;    -1,400
2017-01-03 14:15;    -1,400
2017-01-03 14:30;    -0,800
2017-01-03 14:45;    -1,000
2017-01-03 15:00;    -0,300
2017-01-03 15:15;    -0,700
2017-01-03 15:30;    -0,600
2017-01-03 15:45;    -0,400
2017-01-03 16:00;    -0,900
2017-01-03 16:15;    -1,600
2017-01-03 16:30;    -1,800
2017-01-03 16:45;    -1,900
2017-01-03 17:00;    -2,200
2017-01-03 17:15;    -2,300
2017-01-03 17:30;    -2,500
2017-01-03 17:45;    -2,600
2017-01-03 18:00;    -2,600
2017-01-03 18:15;    -2,600
2017-01-03 18:30;    -2,600
2017-01-03 18:45;    -2,600
2017-01-03 19:00;    -2,700
2017-01-03 19:15;    -2,400
2017-01-03 19:30;    -2,300
2017-01-03 19:45;    -2,100
2017-01-03 20:00;    -2,300
2017-01-03 20:15;    -2,200
2017-01-03 20:30;    -2,000
2017-01-03 20:45;    -1,900
2017-01-03 21:00;    -1,800
2017-01-03 21:15;    -1,600
2017-01-03 21:30;    -1,600
2017-01-03 21:45;    -1,500
2017-01-03 22:00;    -1,400
2017-01-03 22:15;    -1,400
2017-01-03 22:30;    -1,500
2017-01-03 22:45;    -1,000
2017-01-03 23:00;    -0,300
2017-01-03 23:15;     0,300
2017-01-03 23:30;     0,800
2017-01-03 23:45;     0,800
2017-01-04 00:00;     0,300
2017-01-04 00:15;    -0,800
2017-01-04 00:30;    -1,000
2017-01-04 00:45;    -1,000
2017-01-04 01:00;    -1,300
2017-01-04 01:15;    -1,500
2017-01-04 01:30;    -3,300
2017-01-04 01:45;    -2,800
2017-01-04 02:00;    -3,200
2017-01-04 02:15;     0,700
2017-01-04 02:30;     1,200
2017-01-04 02:45;     1,600
2017-01-04 03:00;     1,400
2017-01-04 03:15;     1,500
2017-01-04 03:30;     1,700
2017-01-04 03:45;     1,900
2017-01-04 04:00;     1,500
2017-01-04 04:15;     1,500
2017-01-04 04:30;     1,100
2017-01-04 04:45;     1,000
2017-01-04 05:00;     1,100
2017-01-04 05:15;     0,500
2017-01-04 05:45;    -0,300
2017-01-04 06:00;    -1,000
2017-01-04 06:15;    -1,500
2017-01-04 06:30;    -1,500
2017-01-04 06:45;    -1,900
2017-01-04 07:00;    -1,800
2017-01-04 07:15;    -2,000
2017-01-04 07:30;    -1,800
2017-01-04 07:45;    -2,200
2017-01-04 08:00;    -2,100
2017-01-04 08:15;    -2,000
2017-01-04 08:30;    -2,100
2017-01-04 08:45;    -2,000
2017-01-04 09:00;    -2,000
2017-01-04 09:15;    -2,100
2017-01-04 09:30;    -2,300
2017-01-04 09:45;    -2,000
2017-01-04 10:00;    -2,400
2017-01-04 10:15;    -1,900
2017-01-04 10:30;    -2,000
2017-01-04 10:45;    -2,400
2017-01-04 11:00;    -2,500
2017-01-04 11:15;    -2,300
2017-01-04 11:30;    -1,700
2017-01-04 11:45;    -2,100
2017-01-04 12:00;    -1,800
2017-01-04 12:15;    -2,100
2017-01-04 12:30;    -2,000
2017-01-04 12:45;    -2,400
2017-01-04 13:00;    -2,400
2017-01-04 13:15;    -2,700
2017-01-04 13:30;    -3,300
2017-01-04 13:45;    -3,400
2017-01-04 14:00;    -3,400
2017-01-04 14:15;    -3,000
2017-01-04 14:30;    -3,800
2017-01-04 14:45;    -3,900
2017-01-04 15:00;    -4,900
2017-01-04 15:15;    -5,100
2017-01-04 15:30;    -5,700
2017-01-04 15:45;    -1,300
2017-01-04 16:00;    -1,300
2017-01-04 16:15;    -1,500
2017-01-04 16:30;    -1,600
2017-01-04 16:45;    -1,800
2017-01-04 17:00;    -1,900
2017-01-04 17:15;    -2,000
2017-01-04 17:30;    -2,800
2017-01-04 17:45;    -3,600
2017-01-04 18:00;    -2,700
2017-01-04 18:15;    -4,300
2017-01-04 18:30;    -3,200
2017-01-04 18:45;    -4,400
2017-01-04 19:00;    -4,300
2017-01-04 19:15;    -3,900
2017-01-04 19:30;    -2,700
2017-01-04 19:45;    -3,500
2017-01-04 20:00;    -3,600
2017-01-04 20:15;    -3,000
2017-01-04 20:30;    -4,400
2017-01-04 20:45;    -4,400
2017-01-04 21:00;    -5,100
2017-01-04 21:15;    -5,300
2017-01-04 21:30;    -8,000
2017-01-04 21:45;    -9,100
2017-01-04 22:00;    -9,800
2017-01-04 22:15;    -9,200
2017-01-04 22:30;    -8,900
2017-01-04 22:45;   -11,500
2017-01-04 23:00;   -12,400
2017-01-04 23:15;   -12,600
2017-01-04 23:30;   -12,700
2017-01-04 23:45;   -11,400
2017-01-05 00:00;   -12,900
2017-01-05 00:15;   -13,800
2017-01-05 00:30;   -14,600
2017-01-05 00:45;   -13,600
2017-01-05 01:00;   -14,300
2017-01-05 01:15;   -13,800
2017-01-05 01:30;   -13,900
2017-01-05 01:45;   -16,100
2017-01-05 02:00;   -14,800
2017-01-05 02:15;   -16,000
2017-01-05 02:30;   -14,900
2017-01-05 02:45;   -15,800
2017-01-05 03:00;   -16,400
2017-01-05 03:15;   -17,800
2017-01-05 03:30;   -13,900
2017-01-05 03:45;   -13,300
2017-01-05 04:00;   -15,000
2017-01-05 04:15;   -16,200
2017-01-05 04:30;   -14,600
2017-01-05 04:45;   -15,400
2017-01-05 05:00;   -15,700
2017-01-05 05:15;   -17,300
2017-01-05 05:30;   -15,900
2017-01-05 05:45;   -17,800
2017-01-05 06:00;   -14,900
2017-01-05 06:15;   -15,100
2017-01-05 06:30;   -15,500
2017-01-05 06:45;   -17,800
2017-01-05 07:00;   -18,100
2017-01-05 07:15;   -17,700
2017-01-05 07:30;   -17,400
2017-01-05 07:45;   -16,500
2017-01-05 08:00;   -14,000
2017-01-05 08:15;   -18,300
2017-01-05 08:30;   -17,100
2017-01-05 08:45;   -15,700
2017-01-05 09:00;   -18,200
2017-01-05 09:15;   -17,200
2017-01-05 09:30;   -17,500
2017-01-05 09:45;   -17,200
2017-01-05 10:00;   -17,200
2017-01-05 10:15;   -17,100
2017-01-05 10:30;   -16,300
2017-01-05 10:45;   -17,900
2017-01-05 11:00;   -18,100
2017-01-05 11:15;   -17,000
2017-01-05 11:30;   -15,000
2017-01-05 11:45;   -16,200
2017-01-05 12:00;   -14,700
2017-01-05 12:15;   -16,900
2017-01-05 12:30;   -14,600
2017-01-05 12:45;   -15,000
2017-01-05 13:00;   -15,000
2017-01-05 13:15;   -12,400
2017-01-05 13:30;   -14,100
2017-01-05 13:45;   -14,600
2017-01-05 14:00;   -15,100
2017-01-05 14:15;   -13,200
2017-01-05 14:30;   -12,300
2017-01-05 14:45;   -13,400
2017-01-05 15:00;   -13,900
2017-01-05 15:15;   -14,300
2017-01-05 15:30;   -14,300
2017-01-05 15:45;   -13,600
2017-01-05 16:00;   -13,400
2017-01-05 16:15;   -12,400
2017-01-05 16:30;   -12,100
2017-01-05 16:45;   -13,400
2017-01-05 17:00;   -12,600
2017-01-05 17:15;   -13,900
2017-01-05 17:30;   -14,000
2017-01-05 17:45;   -13,600
2017-01-05 18:15;   -12,300
2017-01-05 18:30;   -13,100
2017-01-05 18:45;   -14,300
2017-01-05 19:00;   -14,300
2017-01-05 19:15;   -13,700
2017-01-05 19:30;   -13,900
2017-01-05 19:45;   -14,300
2017-01-05 20:00;   -13,800
2017-01-05 20:15;   -14,900
2017-01-05 20:30;   -14,600
2017-01-05 20:45;   -13,200
2017-01-05 21:00;   -14,400
2017-01-05 21:15;   -15,500
2017-01-05 21:30;   -13,400
2017-01-05 21:45;   -13,700
2017-01-05 22:00;   -14,200
2017-01-05 22:15;   -13,600
2017-01-05 22:30;   -15,400
2017-01-05 22:45;   -14,400
2017-01-05 23:00;   -14,900
2017-01-05 23:15;   -15,000
2017-01-05 23:30;   -14,300
2017-01-05 23:45;   -13,700
2017-01-06 00:00;   -14,400
2017-01-06 00:15;   -15,600
2017-01-06 00:30;   -14,000
2017-01-06 00:45;   -14,400
2017-01-06 01:00;   -15,900
