Tid;Vannstand(m);Vannføring(m³/s);25-persentil(m³/s);median(m³/s);75-persentil(m³/s)
2017-01-03 03:00;     1,464;     6,203; -9999,000; -9999,000; -9999,000
2017-01-03 04:00;     1,462;     6,154; -9999,000; -9999,000; -9999,000
2017-01-03 05:00;     1,460;     6,105; -9999,000; -9999,000; -9999,000
2017-01-03 06:00;     1,458;     6,056; -9999,000; -9999,000; -9999,000
2017-01-03 07:00;     1,453;     5,936; -9999,000; -9999,000; -9999,000
2017-01-03 08:00;     1,454;     5,960; -9999,000; -9999,000; -9999,000
2017-01-03 09:00;     1,451;     5,888; -9999,000; -9999,000; -9999,000
2017-01-03 10:00;     1,449;     5,841; -9999,000; -9999,000; -9999,000
2017-01-03 11:00;     1,450;     5,864; -9999,000; -9999,000; -9999,000
2017-01-03 12:00;     1,442;     5,677; -9999,000; -9999,000; -9999,000
2017-01-03 13:00;     1,441;     5,654; -9999,000; -9999,000; -9999,000
2017-01-03 14:00;     1,447;     5,794; -9999,000; -9999,000; -9999,000
2017-01-03 15:00;     1,446;     5,770; -9999,000; -9999,000; -9999,000
2017-01-03 16:00;     1,442;     5,677; -9999,000; -9999,000; -9999,000
2017-01-03 17:00;     1,442;     5,677; -9999,000; -9999,000; -9999,000
2017-01-03 18:00;     1,435;     5,516; -9999,000; -9999,000; -9999,000
2017-01-03 19:00;     1,437;     5,562; -9999,000; -9999,000; -9999,000
2017-01-03 20:00;     1,438;     5,585; -9999,000; -9999,000; -9999,000
2017-01-03 21:00;     1,439;     5,608; -9999,000; -9999,000; -9999,000
2017-01-03 22:00;     1,439;     5,608; -9999,000; -9999,000; -9999,000
2017-01-03 23:00;     1,437;     5,562; -9999,000; -9999,000; -9999,000
2017-01-04 00:00;     1,434;     5,494;     0,499;     1,107;     2,175
2017-01-04 01:00;     1,434;     5,494; -9999,000; -9999,000; -9999,000
2017-01-04 02:00;     1,431;     5,426; -9999,000; -9999,000; -9999,000
2017-01-04 03:00;     1,431;     5,426; -9999,000; -9999,000; -9999,000
2017-01-04 04:00;     1,428;     5,359; -9999,000; -9999,000; -9999,000
2017-01-04 05:00;     1,426;     5,314; -9999,000; -9999,000; -9999,000
2017-01-04 06:00;     1,422;     5,226; -9999,000; -9999,000; -9999,000
2017-01-04 07:00;     1,422;     5,226; -9999,000; -9999,000; -9999,000
2017-01-04 08:00;     1,423;     5,248; -9999,000; -9999,000; -9999,000
2017-01-04 09:00;     1,418;     5,139; -9999,000; -9999,000; -9999,000
2017-01-04 10:00;     1,413;     5,032; -9999,000; -9999,000; -9999,000
2017-01-04 11:00;     1,411;     4,989; -9999,000; -9999,000; -9999,000
2017-01-04 12:00;     1,410;     4,968; -9999,000; -9999,000; -9999,000
2017-01-04 13:00;     1,407;     4,905; -9999,000; -9999,000; -9999,000
2017-01-04 14:00;     1,407;     4,905; -9999,000; -9999,000; -9999,000
2017-01-04 15:00;     1,405;     4,863; -9999,000; -9999,000; -9999,000
2017-01-04 16:00;     1,402;     4,801; -9999,000; -9999,000; -9999,000
2017-01-04 17:00;     1,402;     4,801; -9999,000; -9999,000; -9999,000
2017-01-04 18:00;     1,398;     4,718; -9999,000; -9999,000; -9999,000
2017-01-04 19:00;     1,396;     4,678; -9999,000; -9999,000; -9999,000
2017-01-04 20:00;     1,393;     4,617; -9999,000; -9999,000; -9999,000
2017-01-04 21:00;     1,395;     4,657; -9999,000; -9999,000; -9999,000
2017-01-04 22:00;     1,392;     4,597; -9999,000; -9999,000; -9999,000
2017-01-04 23:00;     1,389;     4,537; -9999,000; -9999,000; -9999,000
2017-01-05 00:00;     1,386;     4,478;     0,482;     1,040;     2,080
2017-01-05 01:00;     1,384;     4,438; -9999,000; -9999,000; -9999,000
2017-01-05 02:00;     1,383;     4,419; -9999,000; -9999,000; -9999,000
2017-01-05 03:00;     1,381;     4,380; -9999,000; -9999,000; -9999,000
2017-01-05 04:00;     1,380;     4,360; -9999,000; -9999,000; -9999,000
2017-01-05 05:00;     1,377;     4,302; -9999,000; -9999,000; -9999,000
2017-01-05 06:00;     1,375;     4,264; -9999,000; -9999,000; -9999,000
2017-01-05 07:00;     1,372;     4,207; -9999,000; -9999,000; -9999,000
2017-01-05 08:00;     1,371;     4,188; -9999,000; -9999,000; -9999,000
2017-01-05 09:00;     1,370;     4,170; -9999,000; -9999,000; -9999,000
2017-01-05 10:00;     1,368;     4,132; -9999,000; -9999,000; -9999,000
2017-01-05 11:00;     1,365;     4,076; -9999,000; -9999,000; -9999,000
2017-01-05 12:00;     1,363;     4,040; -9999,000; -9999,000; -9999,000
2017-01-05 13:00;     1,362;     4,021; -9999,000; -9999,000; -9999,000
2017-01-05 14:00;     1,360;     3,985; -9999,000; -9999,000; -9999,000
2017-01-05 15:00;     1,359;     3,966; -9999,000; -9999,000; -9999,000
2017-01-05 16:00;     1,355;     3,894; -9999,000; -9999,000; -9999,000
2017-01-05 17:00;     1,354;     3,876; -9999,000; -9999,000; -9999,000
2017-01-05 18:00;     1,352;     3,841; -9999,000; -9999,000; -9999,000
2017-01-05 19:00;     1,353;     3,859; -9999,000; -9999,000; -9999,000
2017-01-05 20:00;     1,349;     3,788; -9999,000; -9999,000; -9999,000
2017-01-05 21:00;     1,349;     3,788; -9999,000; -9999,000; -9999,000
2017-01-05 22:00;     1,348;     3,770; -9999,000; -9999,000; -9999,000
2017-01-05 23:00;     1,343;     3,683; -9999,000; -9999,000; -9999,000
2017-01-06 00:00;     1,342;     3,666;     0,485;     0,988;     1,969
2017-01-06 01:00;     1,342;     3,666; -9999,000; -9999,000; -9999,000
2017-01-06 02:00;     1,340;     3,632; -9999,000; -9999,000; -9999,000
2017-01-06 03:00;     1,340;     3,632; -9999,000; -9999,000; -9999,000
2017-01-06 04:00;     1,340;     3,632; -9999,000; -9999,000; -9999,000
2017-01-06 05:00;     1,337;     3,581; -9999,000; -9999,000; -9999,000
2017-01-06 06:00;     1,336;     3,564; -9999,000; -9999,000; -9999,000
2017-01-06 07:00;     1,335;     3,547; -9999,000; -9999,000; -9999,000
2017-01-06 08:00;     1,333;     3,513; -9999,000; -9999,000; -9999,000
2017-01-06 09:00;     1,334;     3,530; -9999,000; -9999,000; -9999,000
2017-01-06 10:00;     1,332;     3,497; -9999,000; -9999,000; -9999,000
2017-01-06 11:00;     1,331;     3,480; -9999,000; -9999,000; -9999,000
2017-01-06 12:00;     1,332;     3,497; -9999,000; -9999,000; -9999,000
2017-01-06 13:00;     1,325;     3,381; -9999,000; -9999,000; -9999,000
2017-01-06 14:00;     1,333;     3,513; -9999,000; -9999,000; -9999,000
2017-01-06 15:00;     1,329;     3,447; -9999,000; -9999,000; -9999,000
2017-01-06 16:00;     1,328;     3,431; -9999,000; -9999,000; -9999,000
2017-01-06 17:00;     1,328;     3,431; -9999,000; -9999,000; -9999,000
2017-01-06 18:00;     1,330;     3,464; -9999,000; -9999,000; -9999,000
2017-01-06 19:00;     1,327;     3,414; -9999,000; -9999,000; -9999,000
2017-01-06 20:00;     1,329;     3,447; -9999,000; -9999,000; -9999,000
2017-01-06 21:00;     1,324;     3,365; -9999,000; -9999,000; -9999,000
2017-01-06 22:00;     1,330;     3,464; -9999,000; -9999,000; -9999,000
2017-01-06 23:00;     1,323;     3,349; -9999,000; -9999,000; -9999,000
2017-01-07 00:00;     1,323;     3,349;     0,486;     0,968;     1,964
2017-01-07 01:00;     1,318;     3,269; -9999,000; -9999,000; -9999,000
2017-01-07 02:00;     1,323;     3,349; -9999,000; -9999,000; -9999,000
2017-01-07 03:00;     1,325;     3,381; -9999,000; -9999,000; -9999,000
2017-01-07 04:00;     1,319;     3,285; -9999,000; -9999,000; -9999,000
2017-01-07 05:00;     1,320;     3,301; -9999,000; -9999,000; -9999,000
2017-01-07 06:00;     1,318;     3,269; -9999,000; -9999,000; -9999,000
2017-01-07 07:00;     1,320;     3,301; -9999,000; -9999,000; -9999,000
2017-01-07 08:00;     1,318;     3,269; -9999,000; -9999,000; -9999,000
2017-01-07 09:00;     1,318;     3,269; -9999,000; -9999,000; -9999,000
2017-01-07 10:00;     1,316;     3,237; -9999,000; -9999,000; -9999,000
2017-01-07 11:00;     1,316;     3,237; -9999,000; -9999,000; -9999,000
2017-01-07 12:00;     1,314;     3,206; -9999,000; -9999,000; -9999,000
2017-01-07 13:00;     1,314;     3,206; -9999,000; -9999,000; -9999,000
2017-01-07 14:00;     1,314;     3,206; -9999,000; -9999,000; -9999,000
2017-01-07 15:00;     1,314;     3,206; -9999,000; -9999,000; -9999,000
2017-01-07 16:00;     1,312;     3,174; -9999,000; -9999,000; -9999,000
2017-01-07 17:00;     1,313;     3,190; -9999,000; -9999,000; -9999,000
2017-01-07 18:00;     1,311;     3,159; -9999,000; -9999,000; -9999,000
2017-01-07 19:00;     1,310;     3,143; -9999,000; -9999,000; -9999,000
2017-01-07 20:00;     1,311;     3,159; -9999,000; -9999,000; -9999,000
2017-01-07 21:00;     1,309;     3,128; -9999,000; -9999,000; -9999,000
2017-01-07 22:00;     1,307;     3,097; -9999,000; -9999,000; -9999,000
2017-01-07 23:00;     1,307;     3,097; -9999,000; -9999,000; -9999,000
2017-01-08 00:00;     1,308;     3,112;     0,491;     0,965;     2,190
2017-01-08 01:00;     1,305;     3,066; -9999,000; -9999,000; -9999,000
2017-01-08 02:00;     1,304;     3,051; -9999,000; -9999,000; -9999,000
2017-01-08 03:00;     1,304;     3,051; -9999,000; -9999,000; -9999,000
2017-01-08 04:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-08 05:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-08 06:00;     1,300;     2,991; -9999,000; -9999,000; -9999,000
2017-01-08 07:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-08 08:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-08 09:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-08 10:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-08 11:00;     1,299;     2,976; -9999,000; -9999,000; -9999,000
2017-01-08 12:00;     1,300;     2,991; -9999,000; -9999,000; -9999,000
2017-01-08 13:00;     1,299;     2,976; -9999,000; -9999,000; -9999,000
2017-01-08 14:00;     1,299;     2,976; -9999,000; -9999,000; -9999,000
2017-01-08 15:00;     1,299;     2,976; -9999,000; -9999,000; -9999,000
2017-01-08 16:00;     1,301;     3,006; -9999,000; -9999,000; -9999,000
2017-01-08 17:00;     1,293;     2,887; -9999,000; -9999,000; -9999,000
2017-01-08 18:00;     1,292;     2,873; -9999,000; -9999,000; -9999,000
2017-01-08 19:00;     1,291;     2,858; -9999,000; -9999,000; -9999,000
2017-01-08 20:00;     1,292;     2,873; -9999,000; -9999,000; -9999,000
2017-01-08 21:00;     1,293;     2,887; -9999,000; -9999,000; -9999,000
2017-01-08 22:00;     1,290;     2,844; -9999,000; -9999,000; -9999,000
2017-01-08 23:00;     1,292;     2,873; -9999,000; -9999,000; -9999,000
2017-01-09 00:00;     1,292;     2,873;     0,497;     0,971;     2,375
2017-01-09 01:00;     1,291;     2,858; -9999,000; -9999,000; -9999,000
2017-01-09 02:00;     1,290;     2,844; -9999,000; -9999,000; -9999,000
2017-01-09 03:00;     1,290;     2,844; -9999,000; -9999,000; -9999,000
2017-01-09 04:00;     1,291;     2,858; -9999,000; -9999,000; -9999,000
2017-01-09 05:00;     1,290;     2,844; -9999,000; -9999,000; -9999,000
2017-01-09 06:00;     1,293;     2,887; -9999,000; -9999,000; -9999,000
2017-01-09 07:00;     1,292;     2,873; -9999,000; -9999,000; -9999,000
2017-01-09 08:00;     1,290;     2,844; -9999,000; -9999,000; -9999,000
2017-01-09 09:00;     1,295;     2,917; -9999,000; -9999,000; -9999,000
2017-01-09 10:00;     1,292;     2,873; -9999,000; -9999,000; -9999,000
2017-01-09 11:00;     1,292;     2,873; -9999,000; -9999,000; -9999,000
2017-01-09 12:00;     1,295;     2,917; -9999,000; -9999,000; -9999,000
2017-01-09 13:00;     1,297;     2,946; -9999,000; -9999,000; -9999,000
2017-01-09 14:00;     1,298;     2,961; -9999,000; -9999,000; -9999,000
2017-01-09 15:00;     1,298;     2,961; -9999,000; -9999,000; -9999,000
2017-01-09 16:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-09 17:00;     1,304;     3,051; -9999,000; -9999,000; -9999,000
2017-01-09 18:00;     1,307;     3,097; -9999,000; -9999,000; -9999,000
2017-01-09 19:00;     1,308;     3,112; -9999,000; -9999,000; -9999,000
2017-01-09 20:00;     1,313;     3,190; -9999,000; -9999,000; -9999,000
2017-01-09 21:00;     1,313;     3,190; -9999,000; -9999,000; -9999,000
2017-01-09 22:00;     1,317;     3,253; -9999,000; -9999,000; -9999,000
2017-01-09 23:00;     1,319;     3,285; -9999,000; -9999,000; -9999,000
2017-01-10 00:00;     1,321;     3,317;     0,520;     1,003;     2,477
2017-01-10 01:00;     1,325;     3,381; -9999,000; -9999,000; -9999,000
2017-01-10 02:00;     1,328;     3,431; -9999,000; -9999,000; -9999,000
2017-01-10 03:00;     1,331;     3,480; -9999,000; -9999,000; -9999,000
2017-01-10 04:00;     1,335;     3,547; -9999,000; -9999,000; -9999,000
2017-01-10 05:00;     1,338;     3,598; -9999,000; -9999,000; -9999,000
2017-01-10 06:00;     1,342;     3,666; -9999,000; -9999,000; -9999,000
2017-01-10 07:00;     1,343;     3,683; -9999,000; -9999,000; -9999,000
2017-01-10 08:00;     1,350;     3,805; -9999,000; -9999,000; -9999,000
2017-01-10 09:00;     1,351;     3,823; -9999,000; -9999,000; -9999,000
2017-01-10 10:00;     1,356;     3,912; -9999,000; -9999,000; -9999,000
2017-01-10 11:00;     1,356;     3,912; -9999,000; -9999,000; -9999,000
2017-01-10 12:00;     1,359;     3,966; -9999,000; -9999,000; -9999,000
2017-01-10 13:00;     1,362;     4,021; -9999,000; -9999,000; -9999,000
2017-01-10 14:00;     1,360;     3,985; -9999,000; -9999,000; -9999,000
2017-01-10 15:00;     1,364;     4,058; -9999,000; -9999,000; -9999,000
2017-01-10 16:00;     1,364;     4,058; -9999,000; -9999,000; -9999,000
2017-01-10 17:00;     1,363;     4,040; -9999,000; -9999,000; -9999,000
2017-01-10 18:00;     1,368;     4,132; -9999,000; -9999,000; -9999,000
2017-01-10 19:00;     1,367;     4,114; -9999,000; -9999,000; -9999,000
2017-01-10 20:00;     1,368;     4,132; -9999,000; -9999,000; -9999,000
2017-01-10 21:00;     1,369;     4,151; -9999,000; -9999,000; -9999,000
2017-01-10 22:00;     1,371;     4,188; -9999,000; -9999,000; -9999,000
2017-01-10 23:00;     1,371;     4,188; -9999,000; -9999,000; -9999,000
2017-01-11 00:00;     1,369;     4,151;     0,544;     1,104;     2,682
2017-01-11 01:00;     1,372;     4,207; -9999,000; -9999,000; -9999,000
2017-01-11 02:00;     1,370;     4,170; -9999,000; -9999,000; -9999,000
2017-01-11 03:00;     1,374;     4,245; -9999,000; -9999,000; -9999,000
2017-01-11 04:00;     1,374;     4,245; -9999,000; -9999,000; -9999,000
2017-01-11 05:00;     1,377;     4,302; -9999,000; -9999,000; -9999,000
2017-01-11 06:00;     1,376;     4,283; -9999,000; -9999,000; -9999,000
2017-01-11 07:00;     1,377;     4,302; -9999,000; -9999,000; -9999,000
2017-01-11 08:00;     1,378;     4,322; -9999,000; -9999,000; -9999,000
2017-01-11 09:00;     1,379;     4,341; -9999,000; -9999,000; -9999,000
2017-01-11 10:00;     1,379;     4,341; -9999,000; -9999,000; -9999,000
2017-01-11 11:00;     1,379;     4,341; -9999,000; -9999,000; -9999,000
2017-01-11 12:00;     1,378;     4,322; -9999,000; -9999,000; -9999,000
2017-01-11 13:00;     1,380;     4,360; -9999,000; -9999,000; -9999,000
2017-01-11 14:00;     1,381;     4,380; -9999,000; -9999,000; -9999,000
2017-01-11 15:00;     1,380;     4,360; -9999,000; -9999,000; -9999,000
2017-01-11 16:00;     1,377;     4,302; -9999,000; -9999,000; -9999,000
2017-01-11 17:00;     1,381;     4,380; -9999,000; -9999,000; -9999,000
2017-01-11 18:00;     1,378;     4,322; -9999,000; -9999,000; -9999,000
2017-01-11 19:00;     1,377;     4,302; -9999,000; -9999,000; -9999,000
2017-01-11 20:00;     1,379;     4,341; -9999,000; -9999,000; -9999,000
2017-01-11 21:00;     1,376;     4,283; -9999,000; -9999,000; -9999,000
2017-01-11 22:00;     1,377;     4,302; -9999,000; -9999,000; -9999,000
2017-01-11 23:00;     1,374;     4,245; -9999,000; -9999,000; -9999,000
2017-01-12 00:00;     1,374;     4,245;     0,562;     1,178;     2,829
2017-01-12 01:00;     1,369;     4,151; -9999,000; -9999,000; -9999,000
2017-01-12 02:00;     1,371;     4,188; -9999,000; -9999,000; -9999,000
2017-01-12 03:00;     1,373;     4,226; -9999,000; -9999,000; -9999,000
2017-01-12 04:00;     1,371;     4,188; -9999,000; -9999,000; -9999,000
2017-01-12 05:00;     1,370;     4,170; -9999,000; -9999,000; -9999,000
2017-01-12 06:00;     1,372;     4,207; -9999,000; -9999,000; -9999,000
2017-01-12 07:00;     1,374;     4,245; -9999,000; -9999,000; -9999,000
2017-01-12 08:00;     1,371;     4,188; -9999,000; -9999,000; -9999,000
2017-01-12 09:00;     1,370;     4,170; -9999,000; -9999,000; -9999,000
2017-01-12 10:00;     1,369;     4,151; -9999,000; -9999,000; -9999,000
2017-01-12 11:00;     1,372;     4,207; -9999,000; -9999,000; -9999,000
2017-01-12 12:00;     1,367;     4,114; -9999,000; -9999,000; -9999,000
2017-01-12 13:00;     1,367;     4,114; -9999,000; -9999,000; -9999,000
2017-01-12 14:00;     1,367;     4,114; -9999,000; -9999,000; -9999,000
2017-01-12 15:00;     1,363;     4,040; -9999,000; -9999,000; -9999,000
2017-01-12 16:00;     1,366;     4,095; -9999,000; -9999,000; -9999,000
2017-01-12 17:00;     1,367;     4,114; -9999,000; -9999,000; -9999,000
2017-01-12 18:00;     1,364;     4,058; -9999,000; -9999,000; -9999,000
2017-01-12 19:00;     1,364;     4,058; -9999,000; -9999,000; -9999,000
2017-01-12 20:00;     1,361;     4,003; -9999,000; -9999,000; -9999,000
2017-01-12 21:00;     1,362;     4,021; -9999,000; -9999,000; -9999,000
2017-01-12 22:00;     1,356;     3,912; -9999,000; -9999,000; -9999,000
2017-01-12 23:00;     1,357;     3,930; -9999,000; -9999,000; -9999,000
2017-01-13 00:00;     1,356;     3,912;     0,583;     1,263;     2,942
2017-01-13 01:00;     1,357;     3,930; -9999,000; -9999,000; -9999,000
2017-01-13 02:00;     1,353;     3,859; -9999,000; -9999,000; -9999,000
2017-01-13 03:00;     1,353;     3,859; -9999,000; -9999,000; -9999,000
2017-01-13 04:00;     1,352;     3,841; -9999,000; -9999,000; -9999,000
2017-01-13 05:00;     1,350;     3,805; -9999,000; -9999,000; -9999,000
2017-01-13 06:00;     1,348;     3,770; -9999,000; -9999,000; -9999,000
2017-01-13 07:00;     1,348;     3,770; -9999,000; -9999,000; -9999,000
2017-01-13 08:00;     1,346;     3,735; -9999,000; -9999,000; -9999,000
2017-01-13 09:00;     1,346;     3,735; -9999,000; -9999,000; -9999,000
2017-01-13 10:00;     1,343;     3,683; -9999,000; -9999,000; -9999,000
2017-01-13 11:00;     1,342;     3,666; -9999,000; -9999,000; -9999,000
2017-01-13 12:00;     1,339;     3,615; -9999,000; -9999,000; -9999,000
2017-01-13 13:00;     1,337;     3,581; -9999,000; -9999,000; -9999,000
2017-01-13 14:00;     1,336;     3,564; -9999,000; -9999,000; -9999,000
2017-01-13 15:00;     1,335;     3,547; -9999,000; -9999,000; -9999,000
2017-01-13 16:00;     1,335;     3,547; -9999,000; -9999,000; -9999,000
2017-01-13 17:00;     1,333;     3,513; -9999,000; -9999,000; -9999,000
2017-01-13 18:00;     1,331;     3,480; -9999,000; -9999,000; -9999,000
2017-01-13 19:00;     1,332;     3,497; -9999,000; -9999,000; -9999,000
2017-01-13 20:00;     1,330;     3,464; -9999,000; -9999,000; -9999,000
2017-01-13 21:00;     1,328;     3,431; -9999,000; -9999,000; -9999,000
2017-01-13 22:00;     1,328;     3,431; -9999,000; -9999,000; -9999,000
2017-01-13 23:00;     1,325;     3,381; -9999,000; -9999,000; -9999,000
2017-01-14 00:00;     1,324;     3,365;     0,618;     1,332;     3,143
2017-01-14 01:00;     1,322;     3,333; -9999,000; -9999,000; -9999,000
2017-01-14 02:00;     1,322;     3,333; -9999,000; -9999,000; -9999,000
2017-01-14 03:00;     1,322;     3,333; -9999,000; -9999,000; -9999,000
2017-01-14 04:00;     1,319;     3,285; -9999,000; -9999,000; -9999,000
2017-01-14 05:00;     1,318;     3,269; -9999,000; -9999,000; -9999,000
2017-01-14 06:00;     1,318;     3,269; -9999,000; -9999,000; -9999,000
2017-01-14 07:00;     1,313;     3,190; -9999,000; -9999,000; -9999,000
2017-01-14 08:00;     1,313;     3,190; -9999,000; -9999,000; -9999,000
2017-01-14 09:00;     1,311;     3,159; -9999,000; -9999,000; -9999,000
2017-01-14 10:00;     1,313;     3,190; -9999,000; -9999,000; -9999,000
2017-01-14 11:00;     1,311;     3,159; -9999,000; -9999,000; -9999,000
2017-01-14 12:00;     1,307;     3,097; -9999,000; -9999,000; -9999,000
2017-01-14 13:00;     1,307;     3,097; -9999,000; -9999,000; -9999,000
2017-01-14 14:00;     1,306;     3,082; -9999,000; -9999,000; -9999,000
2017-01-14 15:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-14 16:00;     1,304;     3,051; -9999,000; -9999,000; -9999,000
2017-01-14 17:00;     1,302;     3,021; -9999,000; -9999,000; -9999,000
2017-01-14 18:00;     1,300;     2,991; -9999,000; -9999,000; -9999,000
2017-01-14 19:00;     1,300;     2,991; -9999,000; -9999,000; -9999,000
2017-01-14 20:00;     1,296;     2,931; -9999,000; -9999,000; -9999,000
2017-01-14 21:00;     1,297;     2,946; -9999,000; -9999,000; -9999,000
2017-01-14 22:00;     1,294;     2,902; -9999,000; -9999,000; -9999,000
2017-01-14 23:00;     1,296;     2,931; -9999,000; -9999,000; -9999,000
2017-01-15 00:00;     1,292;     2,873;     0,653;     1,394;     3,344
2017-01-15 01:00;     1,290;     2,844; -9999,000; -9999,000; -9999,000
2017-01-15 02:00;     1,293;     2,887; -9999,000; -9999,000; -9999,000
2017-01-15 03:00;     1,289;     2,829; -9999,000; -9999,000; -9999,000
2017-01-15 04:00;     1,291;     2,858; -9999,000; -9999,000; -9999,000
2017-01-15 05:00;     1,287;     2,800; -9999,000; -9999,000; -9999,000
2017-01-15 06:00;     1,289;     2,829; -9999,000; -9999,000; -9999,000
2017-01-15 07:00;     1,286;     2,786; -9999,000; -9999,000; -9999,000
2017-01-15 08:00;     1,284;     2,758; -9999,000; -9999,000; -9999,000
2017-01-15 09:00;     1,283;     2,744; -9999,000; -9999,000; -9999,000
2017-01-15 10:00;     1,282;     2,729; -9999,000; -9999,000; -9999,000
2017-01-15 11:00;     1,281;     2,715; -9999,000; -9999,000; -9999,000
2017-01-15 12:00;     1,279;     2,687; -9999,000; -9999,000; -9999,000
2017-01-15 13:00;     1,276;     2,646; -9999,000; -9999,000; -9999,000
2017-01-15 14:00;     1,276;     2,646; -9999,000; -9999,000; -9999,000
2017-01-15 15:00;     1,276;     2,646; -9999,000; -9999,000; -9999,000
2017-01-15 16:00;     1,274;     2,618; -9999,000; -9999,000; -9999,000
2017-01-15 17:00;     1,275;     2,632; -9999,000; -9999,000; -9999,000
2017-01-15 18:00;     1,272;     2,591; -9999,000; -9999,000; -9999,000
2017-01-15 19:00;     1,270;     2,564; -9999,000; -9999,000; -9999,000
2017-01-15 20:00;     1,271;     2,578; -9999,000; -9999,000; -9999,000
2017-01-15 21:00;     1,272;     2,591; -9999,000; -9999,000; -9999,000
2017-01-15 22:00;     1,267;     2,524; -9999,000; -9999,000; -9999,000
2017-01-15 23:00;     1,265;     2,497; -9999,000; -9999,000; -9999,000
2017-01-16 00:00;     1,270;     2,564;     0,699;     1,457;     3,482
2017-01-16 01:00;     1,265;     2,497; -9999,000; -9999,000; -9999,000
2017-01-16 02:00;     1,263;     2,471; -9999,000; -9999,000; -9999,000
2017-01-16 03:00;     1,260;     2,432; -9999,000; -9999,000; -9999,000
2017-01-16 04:00;     1,264;     2,484; -9999,000; -9999,000; -9999,000
2017-01-16 05:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-01-16 06:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-01-16 07:00;     1,261;     2,445; -9999,000; -9999,000; -9999,000
2017-01-16 08:00;     1,254;     2,354; -9999,000; -9999,000; -9999,000
2017-01-16 09:00;     1,257;     2,393; -9999,000; -9999,000; -9999,000
2017-01-16 10:00;     1,254;     2,354; -9999,000; -9999,000; -9999,000
2017-01-16 11:00;     1,253;     2,342; -9999,000; -9999,000; -9999,000
2017-01-16 12:00;     1,252;     2,329; -9999,000; -9999,000; -9999,000
2017-01-16 13:00;     1,249;     2,291; -9999,000; -9999,000; -9999,000
2017-01-16 14:00;     1,251;     2,317; -9999,000; -9999,000; -9999,000
2017-01-16 15:00;     1,251;     2,317; -9999,000; -9999,000; -9999,000
2017-01-16 16:00;     1,251;     2,317; -9999,000; -9999,000; -9999,000
2017-01-16 17:00;     1,247;     2,267; -9999,000; -9999,000; -9999,000
2017-01-16 18:00;     1,247;     2,267; -9999,000; -9999,000; -9999,000
2017-01-16 19:00;     1,246;     2,254; -9999,000; -9999,000; -9999,000
2017-01-16 20:00;     1,244;     2,230; -9999,000; -9999,000; -9999,000
2017-01-16 21:00;     1,247;     2,267; -9999,000; -9999,000; -9999,000
2017-01-16 22:00;     1,244;     2,230; -9999,000; -9999,000; -9999,000
2017-01-16 23:00;     1,243;     2,217; -9999,000; -9999,000; -9999,000
2017-01-17 00:00;     1,242;     2,205;     0,732;     1,513;     3,501
2017-01-17 01:00;     1,243;     2,217; -9999,000; -9999,000; -9999,000
2017-01-17 02:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 03:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 04:00;     1,241;     2,193; -9999,000; -9999,000; -9999,000
2017-01-17 05:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 06:00;     1,239;     2,169; -9999,000; -9999,000; -9999,000
2017-01-17 07:00;     1,238;     2,157; -9999,000; -9999,000; -9999,000
2017-01-17 08:00;     1,239;     2,169; -9999,000; -9999,000; -9999,000
2017-01-17 09:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 10:00;     1,242;     2,205; -9999,000; -9999,000; -9999,000
2017-01-17 11:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 12:00;     1,238;     2,157; -9999,000; -9999,000; -9999,000
2017-01-17 13:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 14:00;     1,238;     2,157; -9999,000; -9999,000; -9999,000
2017-01-17 15:00;     1,238;     2,157; -9999,000; -9999,000; -9999,000
2017-01-17 16:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 17:00;     1,238;     2,157; -9999,000; -9999,000; -9999,000
2017-01-17 18:00;     1,239;     2,169; -9999,000; -9999,000; -9999,000
2017-01-17 19:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-17 20:00;     1,239;     2,169; -9999,000; -9999,000; -9999,000
2017-01-17 21:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-01-17 22:00;     1,236;     2,133; -9999,000; -9999,000; -9999,000
2017-01-17 23:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-01-18 00:00;     1,240;     2,181;     0,763;     1,546;     3,298
