Tid;Vannstand(m);25-persentil(m);median(m);75-persentil(m)
2017-01-05 08:00;     1,371; -9999,000; -9999,000; -9999,000
2017-01-05 09:00;     1,370; -9999,000; -9999,000; -9999,000
2017-01-05 10:00;     1,368; -9999,000; -9999,000; -9999,000
2017-01-05 11:00;     1,365; -9999,000; -9999,000; -9999,000
2017-01-05 12:00;     1,363; -9999,000; -9999,000; -9999,000
2017-01-05 13:00;     1,362; -9999,000; -9999,000; -9999,000
2017-01-05 14:00;     1,360; -9999,000; -9999,000; -9999,000
2017-01-05 15:00;     1,359; -9999,000; -9999,000; -9999,000
2017-01-05 16:00;     1,355; -9999,000; -9999,000; -9999,000
2017-01-05 17:00;     1,354; -9999,000; -9999,000; -9999,000
2017-01-05 18:00;     1,352; -9999,000; -9999,000; -9999,000
2017-01-05 19:00;     1,353; -9999,000; -9999,000; -9999,000
2017-01-05 20:00;     1,349; -9999,000; -9999,000; -9999,000
2017-01-05 21:00;     1,349; -9999,000; -9999,000; -9999,000
2017-01-05 22:00;     1,348; -9999,000; -9999,000; -9999,000
2017-01-05 23:00;     1,343; -9999,000; -9999,000; -9999,000
2017-01-06 00:00;     1,342;     1,063;     1,152;     1,256
2017-01-06 01:00;     1,342; -9999,000; -9999,000; -9999,000
2017-01-06 02:00;     1,340; -9999,000; -9999,000; -9999,000
2017-01-06 03:00;     1,340; -9999,000; -9999,000; -9999,000
2017-01-06 04:00;     1,340; -9999,000; -9999,000; -9999,000
2017-01-06 05:00;     1,337; -9999,000; -9999,000; -9999,000
2017-01-06 06:00;     1,336; -9999,000; -9999,000; -9999,000
2017-01-06 07:00;     1,335; -9999,000; -9999,000; -9999,000
2017-01-06 08:00;     1,333; -9999,000; -9999,000; -9999,000
2017-01-06 09:00;     1,334; -9999,000; -9999,000; -9999,000
2017-01-06 10:00;     1,332; -9999,000; -9999,000; -9999,000
2017-01-06 11:00;     1,331; -9999,000; -9999,000; -9999,000
2017-01-06 12:00;     1,332; -9999,000; -9999,000; -9999,000
2017-01-06 13:00;     1,325; -9999,000; -9999,000; -9999,000
2017-01-06 14:00;     1,333; -9999,000; -9999,000; -9999,000
2017-01-06 15:00;     1,329; -9999,000; -9999,000; -9999,000
2017-01-06 16:00;     1,328; -9999,000; -9999,000; -9999,000
2017-01-06 17:00;     1,328; -9999,000; -9999,000; -9999,000
2017-01-06 18:00;     1,330; -9999,000; -9999,000; -9999,000
2017-01-06 19:00;     1,327; -9999,000; -9999,000; -9999,000
2017-01-06 20:00;     1,329; -9999,000; -9999,000; -9999,000
2017-01-06 21:00;     1,324; -9999,000; -9999,000; -9999,000
2017-01-06 22:00;     1,330; -9999,000; -9999,000; -9999,000
2017-01-06 23:00;     1,323; -9999,000; -9999,000; -9999,000
2017-01-07 00:00;     1,323;     1,063;     1,150;     1,255
2017-01-07 01:00;     1,318; -9999,000; -9999,000; -9999,000
2017-01-07 02:00;     1,323; -9999,000; -9999,000; -9999,000
2017-01-07 03:00;     1,325; -9999,000; -9999,000; -9999,000
2017-01-07 04:00;     1,319; -9999,000; -9999,000; -9999,000
2017-01-07 05:00;     1,320; -9999,000; -9999,000; -9999,000
2017-01-07 06:00;     1,318; -9999,000; -9999,000; -9999,000
2017-01-07 07:00;     1,320; -9999,000; -9999,000; -9999,000
2017-01-07 08:00;     1,318; -9999,000; -9999,000; -9999,000
2017-01-07 09:00;     1,318; -9999,000; -9999,000; -9999,000
2017-01-07 10:00;     1,316; -9999,000; -9999,000; -9999,000
2017-01-07 11:00;     1,316; -9999,000; -9999,000; -9999,000
2017-01-07 12:00;     1,314; -9999,000; -9999,000; -9999,000
2017-01-07 13:00;     1,314; -9999,000; -9999,000; -9999,000
2017-01-07 14:00;     1,314; -9999,000; -9999,000; -9999,000
2017-01-07 15:00;     1,314; -9999,000; -9999,000; -9999,000
2017-01-07 16:00;     1,312; -9999,000; -9999,000; -9999,000
2017-01-07 17:00;     1,313; -9999,000; -9999,000; -9999,000
2017-01-07 18:00;     1,311; -9999,000; -9999,000; -9999,000
2017-01-07 19:00;     1,310; -9999,000; -9999,000; -9999,000
2017-01-07 20:00;     1,311; -9999,000; -9999,000; -9999,000
2017-01-07 21:00;     1,309; -9999,000; -9999,000; -9999,000
2017-01-07 22:00;     1,307; -9999,000; -9999,000; -9999,000
2017-01-07 23:00;     1,307; -9999,000; -9999,000; -9999,000
2017-01-08 00:00;     1,308;     1,064;     1,150;     1,269
2017-01-08 01:00;     1,305; -9999,000; -9999,000; -9999,000
2017-01-08 02:00;     1,304; -9999,000; -9999,000; -9999,000
2017-01-08 03:00;     1,304; -9999,000; -9999,000; -9999,000
2017-01-08 04:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-08 05:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-08 06:00;     1,300; -9999,000; -9999,000; -9999,000
2017-01-08 07:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-08 08:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-08 09:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-08 10:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-08 11:00;     1,299; -9999,000; -9999,000; -9999,000
2017-01-08 12:00;     1,300; -9999,000; -9999,000; -9999,000
2017-01-08 13:00;     1,299; -9999,000; -9999,000; -9999,000
2017-01-08 14:00;     1,299; -9999,000; -9999,000; -9999,000
2017-01-08 15:00;     1,299; -9999,000; -9999,000; -9999,000
2017-01-08 16:00;     1,301; -9999,000; -9999,000; -9999,000
2017-01-08 17:00;     1,293; -9999,000; -9999,000; -9999,000
2017-01-08 18:00;     1,292; -9999,000; -9999,000; -9999,000
2017-01-08 19:00;     1,291; -9999,000; -9999,000; -9999,000
2017-01-08 20:00;     1,292; -9999,000; -9999,000; -9999,000
2017-01-08 21:00;     1,293; -9999,000; -9999,000; -9999,000
2017-01-08 22:00;     1,290; -9999,000; -9999,000; -9999,000
2017-01-08 23:00;     1,292; -9999,000; -9999,000; -9999,000
2017-01-09 00:00;     1,292;     1,065;     1,150;     1,281
2017-01-09 01:00;     1,291; -9999,000; -9999,000; -9999,000
2017-01-09 02:00;     1,290; -9999,000; -9999,000; -9999,000
2017-01-09 03:00;     1,290; -9999,000; -9999,000; -9999,000
2017-01-09 04:00;     1,291; -9999,000; -9999,000; -9999,000
2017-01-09 05:00;     1,290; -9999,000; -9999,000; -9999,000
2017-01-09 06:00;     1,293; -9999,000; -9999,000; -9999,000
2017-01-09 07:00;     1,292; -9999,000; -9999,000; -9999,000
2017-01-09 08:00;     1,290; -9999,000; -9999,000; -9999,000
2017-01-09 09:00;     1,295; -9999,000; -9999,000; -9999,000
2017-01-09 10:00;     1,292; -9999,000; -9999,000; -9999,000
2017-01-09 11:00;     1,292; -9999,000; -9999,000; -9999,000
2017-01-09 12:00;     1,295; -9999,000; -9999,000; -9999,000
2017-01-09 13:00;     1,297; -9999,000; -9999,000; -9999,000
2017-01-09 14:00;     1,298; -9999,000; -9999,000; -9999,000
2017-01-09 15:00;     1,298; -9999,000; -9999,000; -9999,000
2017-01-09 16:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-09 17:00;     1,304; -9999,000; -9999,000; -9999,000
2017-01-09 18:00;     1,307; -9999,000; -9999,000; -9999,000
2017-01-09 19:00;     1,308; -9999,000; -9999,000; -9999,000
2017-01-09 20:00;     1,313; -9999,000; -9999,000; -9999,000
2017-01-09 21:00;     1,313; -9999,000; -9999,000; -9999,000
2017-01-09 22:00;     1,317; -9999,000; -9999,000; -9999,000
2017-01-09 23:00;     1,319; -9999,000; -9999,000; -9999,000
2017-01-10 00:00;     1,321;     1,070;     1,154;     1,288
2017-01-10 01:00;     1,325; -9999,000; -9999,000; -9999,000
2017-01-10 02:00;     1,328; -9999,000; -9999,000; -9999,000
2017-01-10 03:00;     1,331; -9999,000; -9999,000; -9999,000
2017-01-10 04:00;     1,335; -9999,000; -9999,000; -9999,000
2017-01-10 05:00;     1,338; -9999,000; -9999,000; -9999,000
2017-01-10 06:00;     1,342; -9999,000; -9999,000; -9999,000
2017-01-10 07:00;     1,343; -9999,000; -9999,000; -9999,000
2017-01-10 08:00;     1,350; -9999,000; -9999,000; -9999,000
2017-01-10 09:00;     1,351; -9999,000; -9999,000; -9999,000
2017-01-10 10:00;     1,356; -9999,000; -9999,000; -9999,000
2017-01-10 11:00;     1,356; -9999,000; -9999,000; -9999,000
2017-01-10 12:00;     1,359; -9999,000; -9999,000; -9999,000
2017-01-10 13:00;     1,362; -9999,000; -9999,000; -9999,000
2017-01-10 14:00;     1,360; -9999,000; -9999,000; -9999,000
2017-01-10 15:00;     1,364; -9999,000; -9999,000; -9999,000
2017-01-10 16:00;     1,364; -9999,000; -9999,000; -9999,000
2017-01-10 17:00;     1,363; -9999,000; -9999,000; -9999,000
2017-01-10 18:00;     1,368; -9999,000; -9999,000; -9999,000
2017-01-10 19:00;     1,367; -9999,000; -9999,000; -9999,000
2017-01-10 20:00;     1,368; -9999,000; -9999,000; -9999,000
2017-01-10 21:00;     1,369; -9999,000; -9999,000; -9999,000
2017-01-10 22:00;     1,371; -9999,000; -9999,000; -9999,000
2017-01-10 23:00;     1,371; -9999,000; -9999,000; -9999,000
2017-01-11 00:00;     1,369;     1,075;     1,165;     1,300
2017-01-11 01:00;     1,372; -9999,000; -9999,000; -9999,000
2017-01-11 02:00;     1,370; -9999,000; -9999,000; -9999,000
2017-01-11 03:00;     1,374; -9999,000; -9999,000; -9999,000
2017-01-11 04:00;     1,374; -9999,000; -9999,000; -9999,000
2017-01-11 05:00;     1,377; -9999,000; -9999,000; -9999,000
2017-01-11 06:00;     1,376; -9999,000; -9999,000; -9999,000
2017-01-11 07:00;     1,377; -9999,000; -9999,000; -9999,000
2017-01-11 08:00;     1,378; -9999,000; -9999,000; -9999,000
2017-01-11 09:00;     1,379; -9999,000; -9999,000; -9999,000
2017-01-11 10:00;     1,379; -9999,000; -9999,000; -9999,000
2017-01-11 11:00;     1,379; -9999,000; -9999,000; -9999,000
2017-01-11 12:00;     1,378; -9999,000; -9999,000; -9999,000
2017-01-11 13:00;     1,380; -9999,000; -9999,000; -9999,000
2017-01-11 14:00;     1,381; -9999,000; -9999,000; -9999,000
2017-01-11 15:00;     1,380; -9999,000; -9999,000; -9999,000
2017-01-11 16:00;     1,377; -9999,000; -9999,000; -9999,000
2017-01-11 17:00;     1,381; -9999,000; -9999,000; -9999,000
2017-01-11 18:00;     1,378; -9999,000; -9999,000; -9999,000
2017-01-11 19:00;     1,377; -9999,000; -9999,000; -9999,000
2017-01-11 20:00;     1,379; -9999,000; -9999,000; -9999,000
2017-01-11 21:00;     1,376; -9999,000; -9999,000; -9999,000
2017-01-11 22:00;     1,377; -9999,000; -9999,000; -9999,000
2017-01-11 23:00;     1,374; -9999,000; -9999,000; -9999,000
2017-01-12 00:00;     1,374;     1,079;     1,173;     1,309
2017-01-12 01:00;     1,369; -9999,000; -9999,000; -9999,000
2017-01-12 02:00;     1,371; -9999,000; -9999,000; -9999,000
2017-01-12 03:00;     1,373; -9999,000; -9999,000; -9999,000
2017-01-12 04:00;     1,371; -9999,000; -9999,000; -9999,000
2017-01-12 05:00;     1,370; -9999,000; -9999,000; -9999,000
2017-01-12 06:00;     1,372; -9999,000; -9999,000; -9999,000
2017-01-12 07:00;     1,374; -9999,000; -9999,000; -9999,000
2017-01-12 08:00;     1,371; -9999,000; -9999,000; -9999,000
2017-01-12 09:00;     1,370; -9999,000; -9999,000; -9999,000
2017-01-12 10:00;     1,369; -9999,000; -9999,000; -9999,000
2017-01-12 11:00;     1,372; -9999,000; -9999,000; -9999,000
2017-01-12 12:00;     1,367; -9999,000; -9999,000; -9999,000
2017-01-12 13:00;     1,367; -9999,000; -9999,000; -9999,000
2017-01-12 14:00;     1,367; -9999,000; -9999,000; -9999,000
2017-01-12 15:00;     1,363; -9999,000; -9999,000; -9999,000
2017-01-12 16:00;     1,366; -9999,000; -9999,000; -9999,000
2017-01-12 17:00;     1,367; -9999,000; -9999,000; -9999,000
2017-01-12 18:00;     1,364; -9999,000; -9999,000; -9999,000
2017-01-12 19:00;     1,364; -9999,000; -9999,000; -9999,000
2017-01-12 20:00;     1,361; -9999,000; -9999,000; -9999,000
2017-01-12 21:00;     1,362; -9999,000; -9999,000; -9999,000
2017-01-12 22:00;     1,356; -9999,000; -9999,000; -9999,000
2017-01-12 23:00;     1,357; -9999,000; -9999,000; -9999,000
2017-01-13 00:00;     1,356;     1,084;     1,183;     1,317
2017-01-13 01:00;     1,357; -9999,000; -9999,000; -9999,000
2017-01-13 02:00;     1,353; -9999,000; -9999,000; -9999,000
2017-01-13 03:00;     1,353; -9999,000; -9999,000; -9999,000
2017-01-13 04:00;     1,352; -9999,000; -9999,000; -9999,000
2017-01-13 05:00;     1,350; -9999,000; -9999,000; -9999,000
2017-01-13 06:00;     1,348; -9999,000; -9999,000; -9999,000
2017-01-13 07:00;     1,348; -9999,000; -9999,000; -9999,000
2017-01-13 08:00;     1,346; -9999,000; -9999,000; -9999,000
2017-01-13 09:00;     1,346; -9999,000; -9999,000; -9999,000
2017-01-13 10:00;     1,343; -9999,000; -9999,000; -9999,000
2017-01-13 11:00;     1,342; -9999,000; -9999,000; -9999,000
2017-01-13 12:00;     1,339; -9999,000; -9999,000; -9999,000
2017-01-13 13:00;     1,337; -9999,000; -9999,000; -9999,000
2017-01-13 14:00;     1,336; -9999,000; -9999,000; -9999,000
2017-01-13 15:00;     1,335; -9999,000; -9999,000; -9999,000
2017-01-13 16:00;     1,335; -9999,000; -9999,000; -9999,000
2017-01-13 17:00;     1,333; -9999,000; -9999,000; -9999,000
2017-01-13 18:00;     1,331; -9999,000; -9999,000; -9999,000
2017-01-13 19:00;     1,332; -9999,000; -9999,000; -9999,000
2017-01-13 20:00;     1,330; -9999,000; -9999,000; -9999,000
2017-01-13 21:00;     1,328; -9999,000; -9999,000; -9999,000
2017-01-13 22:00;     1,328; -9999,000; -9999,000; -9999,000
2017-01-13 23:00;     1,325; -9999,000; -9999,000; -9999,000
2017-01-14 00:00;     1,324;     1,091;     1,192;     1,330
2017-01-14 01:00;     1,322; -9999,000; -9999,000; -9999,000
2017-01-14 02:00;     1,322; -9999,000; -9999,000; -9999,000
2017-01-14 03:00;     1,322; -9999,000; -9999,000; -9999,000
2017-01-14 04:00;     1,319; -9999,000; -9999,000; -9999,000
2017-01-14 05:00;     1,318; -9999,000; -9999,000; -9999,000
2017-01-14 06:00;     1,318; -9999,000; -9999,000; -9999,000
2017-01-14 07:00;     1,313; -9999,000; -9999,000; -9999,000
2017-01-14 08:00;     1,313; -9999,000; -9999,000; -9999,000
2017-01-14 09:00;     1,311; -9999,000; -9999,000; -9999,000
2017-01-14 10:00;     1,313; -9999,000; -9999,000; -9999,000
2017-01-14 11:00;     1,311; -9999,000; -9999,000; -9999,000
2017-01-14 12:00;     1,307; -9999,000; -9999,000; -9999,000
2017-01-14 13:00;     1,307; -9999,000; -9999,000; -9999,000
2017-01-14 14:00;     1,306; -9999,000; -9999,000; -9999,000
2017-01-14 15:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-14 16:00;     1,304; -9999,000; -9999,000; -9999,000
2017-01-14 17:00;     1,302; -9999,000; -9999,000; -9999,000
2017-01-14 18:00;     1,300; -9999,000; -9999,000; -9999,000
2017-01-14 19:00;     1,300; -9999,000; -9999,000; -9999,000
2017-01-14 20:00;     1,296; -9999,000; -9999,000; -9999,000
2017-01-14 21:00;     1,297; -9999,000; -9999,000; -9999,000
2017-01-14 22:00;     1,294; -9999,000; -9999,000; -9999,000
2017-01-14 23:00;     1,296; -9999,000; -9999,000; -9999,000
2017-01-15 00:00;     1,292;     1,098;     1,200;     1,344
2017-01-15 01:00;     1,290; -9999,000; -9999,000; -9999,000
2017-01-15 02:00;     1,293; -9999,000; -9999,000; -9999,000
2017-01-15 03:00;     1,289; -9999,000; -9999,000; -9999,000
2017-01-15 04:00;     1,291; -9999,000; -9999,000; -9999,000
2017-01-15 05:00;     1,287; -9999,000; -9999,000; -9999,000
2017-01-15 06:00;     1,289; -9999,000; -9999,000; -9999,000
2017-01-15 07:00;     1,286; -9999,000; -9999,000; -9999,000
2017-01-15 08:00;     1,284; -9999,000; -9999,000; -9999,000
2017-01-15 09:00;     1,283; -9999,000; -9999,000; -9999,000
2017-01-15 10:00;     1,282; -9999,000; -9999,000; -9999,000
2017-01-15 11:00;     1,281; -9999,000; -9999,000; -9999,000
2017-01-15 12:00;     1,279; -9999,000; -9999,000; -9999,000
2017-01-15 13:00;     1,276; -9999,000; -9999,000; -9999,000
2017-01-15 14:00;     1,276; -9999,000; -9999,000; -9999,000
2017-01-15 15:00;     1,276; -9999,000; -9999,000; -9999,000
2017-01-15 16:00;     1,274; -9999,000; -9999,000; -9999,000
2017-01-15 17:00;     1,275; -9999,000; -9999,000; -9999,000
2017-01-15 18:00;     1,272; -9999,000; -9999,000; -9999,000
2017-01-15 19:00;     1,270; -9999,000; -9999,000; -9999,000
2017-01-15 20:00;     1,271; -9999,000; -9999,000; -9999,000
2017-01-15 21:00;     1,272; -9999,000; -9999,000; -9999,000
2017-01-15 22:00;     1,267; -9999,000; -9999,000; -9999,000
2017-01-15 23:00;     1,265; -9999,000; -9999,000; -9999,000
2017-01-16 00:00;     1,270;     1,106;     1,207;     1,354
2017-01-16 01:00;     1,265; -9999,000; -9999,000; -9999,000
2017-01-16 02:00;     1,263; -9999,000; -9999,000; -9999,000
2017-01-16 03:00;     1,260; -9999,000; -9999,000; -9999,000
2017-01-16 04:00;     1,264; -9999,000; -9999,000; -9999,000
2017-01-16 05:00;     1,258; -9999,000; -9999,000; -9999,000
2017-01-16 06:00;     1,258; -9999,000; -9999,000; -9999,000
2017-01-16 07:00;     1,261; -9999,000; -9999,000; -9999,000
2017-01-16 08:00;     1,254; -9999,000; -9999,000; -9999,000
2017-01-16 09:00;     1,257; -9999,000; -9999,000; -9999,000
2017-01-16 10:00;     1,254; -9999,000; -9999,000; -9999,000
2017-01-16 11:00;     1,253; -9999,000; -9999,000; -9999,000
2017-01-16 12:00;     1,252; -9999,000; -9999,000; -9999,000
2017-01-16 13:00;     1,249; -9999,000; -9999,000; -9999,000
2017-01-16 14:00;     1,251; -9999,000; -9999,000; -9999,000
2017-01-16 15:00;     1,251; -9999,000; -9999,000; -9999,000
2017-01-16 16:00;     1,251; -9999,000; -9999,000; -9999,000
2017-01-16 17:00;     1,247; -9999,000; -9999,000; -9999,000
2017-01-16 18:00;     1,247; -9999,000; -9999,000; -9999,000
2017-01-16 19:00;     1,246; -9999,000; -9999,000; -9999,000
2017-01-16 20:00;     1,244; -9999,000; -9999,000; -9999,000
2017-01-16 21:00;     1,247; -9999,000; -9999,000; -9999,000
2017-01-16 22:00;     1,244; -9999,000; -9999,000; -9999,000
2017-01-16 23:00;     1,243; -9999,000; -9999,000; -9999,000
2017-01-17 00:00;     1,242;     1,112;     1,214;     1,355
2017-01-17 01:00;     1,243; -9999,000; -9999,000; -9999,000
2017-01-17 02:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 03:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 04:00;     1,241; -9999,000; -9999,000; -9999,000
2017-01-17 05:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 06:00;     1,239; -9999,000; -9999,000; -9999,000
2017-01-17 07:00;     1,238; -9999,000; -9999,000; -9999,000
2017-01-17 08:00;     1,239; -9999,000; -9999,000; -9999,000
2017-01-17 09:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 10:00;     1,242; -9999,000; -9999,000; -9999,000
2017-01-17 11:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 12:00;     1,238; -9999,000; -9999,000; -9999,000
2017-01-17 13:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 14:00;     1,238; -9999,000; -9999,000; -9999,000
2017-01-17 15:00;     1,238; -9999,000; -9999,000; -9999,000
2017-01-17 16:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 17:00;     1,238; -9999,000; -9999,000; -9999,000
2017-01-17 18:00;     1,239; -9999,000; -9999,000; -9999,000
2017-01-17 19:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-17 20:00;     1,239; -9999,000; -9999,000; -9999,000
2017-01-17 21:00;     1,237; -9999,000; -9999,000; -9999,000
2017-01-17 22:00;     1,236; -9999,000; -9999,000; -9999,000
2017-01-17 23:00;     1,240; -9999,000; -9999,000; -9999,000
2017-01-18 00:00;     1,240;     1,117;     1,217;     1,344
2017-01-18 01:00;     1,243; -9999,000; -9999,000; -9999,000
2017-01-18 02:00;     1,232; -9999,000; -9999,000; -9999,000
2017-01-18 03:00;     1,233; -9999,000; -9999,000; -9999,000
2017-01-18 04:00;     1,233; -9999,000; -9999,000; -9999,000
2017-01-18 05:00;     1,237; -9999,000; -9999,000; -9999,000
2017-01-18 06:00;     1,237; -9999,000; -9999,000; -9999,000
2017-01-18 07:00;     1,231; -9999,000; -9999,000; -9999,000
2017-01-18 08:00;     1,230; -9999,000; -9999,000; -9999,000
2017-01-18 09:00;     1,230; -9999,000; -9999,000; -9999,000
2017-01-18 10:00;     1,233; -9999,000; -9999,000; -9999,000
2017-01-18 11:00;     1,232; -9999,000; -9999,000; -9999,000
2017-01-18 12:00;     1,235; -9999,000; -9999,000; -9999,000
2017-01-18 13:00;     1,232; -9999,000; -9999,000; -9999,000
2017-01-18 14:00;     1,234; -9999,000; -9999,000; -9999,000
2017-01-18 15:00;     1,235; -9999,000; -9999,000; -9999,000
2017-01-18 16:00;     1,237; -9999,000; -9999,000; -9999,000
2017-01-18 17:00;     1,244; -9999,000; -9999,000; -9999,000
2017-01-18 18:00;     1,251; -9999,000; -9999,000; -9999,000
2017-01-18 19:00;     1,259; -9999,000; -9999,000; -9999,000
2017-01-18 20:00;     1,268; -9999,000; -9999,000; -9999,000
2017-01-18 21:00;     1,272; -9999,000; -9999,000; -9999,000
2017-01-18 22:00;     1,280; -9999,000; -9999,000; -9999,000
2017-01-18 23:00;     1,293; -9999,000; -9999,000; -9999,000
2017-01-19 00:00;     1,303;     1,122;     1,219;     1,334
2017-01-19 01:00;     1,306; -9999,000; -9999,000; -9999,000
2017-01-19 02:00;     1,315; -9999,000; -9999,000; -9999,000
2017-01-19 03:00;     1,325; -9999,000; -9999,000; -9999,000
2017-01-19 04:00;     1,332; -9999,000; -9999,000; -9999,000
2017-01-19 05:00;     1,342; -9999,000; -9999,000; -9999,000
2017-01-19 06:00;     1,349; -9999,000; -9999,000; -9999,000
2017-01-19 07:00;     1,360; -9999,000; -9999,000; -9999,000
2017-01-19 08:00;     1,367; -9999,000; -9999,000; -9999,000
2017-01-19 09:00;     1,376; -9999,000; -9999,000; -9999,000
2017-01-19 10:00;     1,388; -9999,000; -9999,000; -9999,000
2017-01-19 11:00;     1,398; -9999,000; -9999,000; -9999,000
2017-01-19 12:00;     1,417; -9999,000; -9999,000; -9999,000
2017-01-19 13:00;     1,429; -9999,000; -9999,000; -9999,000
2017-01-19 14:00;     1,451; -9999,000; -9999,000; -9999,000
2017-01-19 15:00;     1,471; -9999,000; -9999,000; -9999,000
2017-01-19 16:00;     1,494; -9999,000; -9999,000; -9999,000
2017-01-19 17:00;     1,521; -9999,000; -9999,000; -9999,000
2017-01-19 18:00;     1,546; -9999,000; -9999,000; -9999,000
2017-01-19 19:00;     1,571; -9999,000; -9999,000; -9999,000
2017-01-19 20:00;     1,594; -9999,000; -9999,000; -9999,000
2017-01-19 21:00;     1,620; -9999,000; -9999,000; -9999,000
2017-01-19 22:00;     1,641; -9999,000; -9999,000; -9999,000
2017-01-19 23:00;     1,663; -9999,000; -9999,000; -9999,000
2017-01-20 00:00;     1,679;     1,124;     1,217;     1,326
2017-01-20 01:00;     1,699; -9999,000; -9999,000; -9999,000
2017-01-20 02:00;     1,718; -9999,000; -9999,000; -9999,000
2017-01-20 03:00;     1,736; -9999,000; -9999,000; -9999,000
2017-01-20 04:00;     1,751; -9999,000; -9999,000; -9999,000
2017-01-20 05:00;     1,771; -9999,000; -9999,000; -9999,000
2017-01-20 06:00;     1,788; -9999,000; -9999,000; -9999,000
2017-01-20 07:00;     1,806; -9999,000; -9999,000; -9999,000
2017-01-20 08:00;     1,827; -9999,000; -9999,000; -9999,000
2017-01-20 09:00;     1,848; -9999,000; -9999,000; -9999,000
2017-01-20 10:00;     1,873; -9999,000; -9999,000; -9999,000
2017-01-20 11:00;     1,893; -9999,000; -9999,000; -9999,000
2017-01-20 12:00;     1,910; -9999,000; -9999,000; -9999,000
2017-01-20 13:00;     1,925; -9999,000; -9999,000; -9999,000
2017-01-20 14:00;     1,932; -9999,000; -9999,000; -9999,000
2017-01-20 15:00;     1,939; -9999,000; -9999,000; -9999,000
2017-01-20 16:00;     1,941; -9999,000; -9999,000; -9999,000
2017-01-20 17:00;     1,943; -9999,000; -9999,000; -9999,000
2017-01-20 18:00;     1,941; -9999,000; -9999,000; -9999,000
2017-01-20 19:00;     1,937; -9999,000; -9999,000; -9999,000
2017-01-20 20:00;     1,931; -9999,000; -9999,000; -9999,000
2017-01-20 21:00;     1,921; -9999,000; -9999,000; -9999,000
2017-01-20 22:00;     1,914; -9999,000; -9999,000; -9999,000
2017-01-20 23:00;     1,904; -9999,000; -9999,000; -9999,000
2017-01-21 00:00;     1,896;     1,126;     1,207;     1,312
2017-01-21 01:00;     1,886; -9999,000; -9999,000; -9999,000
2017-01-21 02:00;     1,876; -9999,000; -9999,000; -9999,000
2017-01-21 03:00;     1,865; -9999,000; -9999,000; -9999,000
2017-01-21 04:00;     1,855; -9999,000; -9999,000; -9999,000
2017-01-21 05:00;     1,848; -9999,000; -9999,000; -9999,000
2017-01-21 06:00;     1,837; -9999,000; -9999,000; -9999,000
2017-01-21 07:00;     1,830; -9999,000; -9999,000; -9999,000
2017-01-21 08:00;     1,819; -9999,000; -9999,000; -9999,000
2017-01-21 09:00;     1,811; -9999,000; -9999,000; -9999,000
2017-01-21 10:00;     1,800; -9999,000; -9999,000; -9999,000
2017-01-21 11:00;     1,793; -9999,000; -9999,000; -9999,000
2017-01-21 12:00;     1,784; -9999,000; -9999,000; -9999,000
2017-01-21 13:00;     1,774; -9999,000; -9999,000; -9999,000
2017-01-21 14:00;     1,764; -9999,000; -9999,000; -9999,000
2017-01-21 15:00;     1,755; -9999,000; -9999,000; -9999,000
2017-01-21 16:00;     1,745; -9999,000; -9999,000; -9999,000
2017-01-21 17:00;     1,737; -9999,000; -9999,000; -9999,000
2017-01-21 18:00;     1,728; -9999,000; -9999,000; -9999,000
2017-01-21 19:00;     1,719; -9999,000; -9999,000; -9999,000
2017-01-21 20:00;     1,711; -9999,000; -9999,000; -9999,000
2017-01-21 21:00;     1,703; -9999,000; -9999,000; -9999,000
2017-01-21 22:00;     1,693; -9999,000; -9999,000; -9999,000
2017-01-21 23:00;     1,686; -9999,000; -9999,000; -9999,000
2017-01-22 00:00;     1,678;     1,127;     1,200;     1,297
2017-01-22 01:00;     1,670; -9999,000; -9999,000; -9999,000
2017-01-22 02:00;     1,662; -9999,000; -9999,000; -9999,000
2017-01-22 03:00;     1,657; -9999,000; -9999,000; -9999,000
2017-01-22 04:00;     1,647; -9999,000; -9999,000; -9999,000
2017-01-22 05:00;     1,641; -9999,000; -9999,000; -9999,000
2017-01-22 06:00;     1,635; -9999,000; -9999,000; -9999,000
2017-01-22 07:00;     1,628; -9999,000; -9999,000; -9999,000
2017-01-22 08:00;     1,622; -9999,000; -9999,000; -9999,000
2017-01-22 09:00;     1,616; -9999,000; -9999,000; -9999,000
2017-01-22 10:00;     1,609; -9999,000; -9999,000; -9999,000
2017-01-22 11:00;     1,604; -9999,000; -9999,000; -9999,000
